mz,rt,Neutral_Operator_Dif_Pos_1x_O1_A,Neutral_Operator_Dif_Pos_1x_O1_B,Neutral_Operator_Dif_Pos_1x_O1_C,Neutral_Operator_Dif_Pos_1x_O2_A,Neutral_Operator_Dif_Pos_1x_O2_B,Neutral_Operator_Dif_Pos_1x_O2_C,Neutral_Operator_Dif_Pos_1x_O3_A,Neutral_Operator_Dif_Pos_1x_O3_B,Neutral_Operator_Dif_Pos_1x_O3_C,Neutral_Operator_Dif_Pos_2x_O1_A,Neutral_Operator_Dif_Pos_2x_O1_B,Neutral_Operator_Dif_Pos_2x_O1_C,Neutral_Operator_Dif_Pos_2x_O2_A,Neutral_Operator_Dif_Pos_2x_O2_B,Neutral_Operator_Dif_Pos_2x_O2_C,Neutral_Operator_Dif_Pos_2x_O3_A,Neutral_Operator_Dif_Pos_2x_O3_B,Neutral_Operator_Dif_Pos_2x_O3_C,Neutral_Operator_Dif_Pos_4x_O1_A,Neutral_Operator_Dif_Pos_4x_O1_B,Neutral_Operator_Dif_Pos_4x_O1_C,Neutral_Operator_Dif_Pos_4x_O2_A,Neutral_Operator_Dif_Pos_4x_O2_B,Neutral_Operator_Dif_Pos_4x_O2_C,Neutral_Operator_Dif_Pos_4x_O3_A,Neutral_Operator_Dif_Pos_4x_O3_B,Neutral_Operator_Dif_Pos_4x_O3_C
598.2605,2.5624444,167877,161238,166557,1319281,1382533,1353737,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31346,34514,31605,1,1,1
952.4272,3.3118331,147102,142022,143194,840773,860240,849429,52106,54087,54561,1,1,1,1,1,1,1,1,1,1,1,1,31954,31424,32170,1,1,1
392.4647,6.9912505,134401,132277,134933,554948,575824,569406,51332,52193,52727,1,1,1,1,1,1,1,1,1,1,1,1,38767,38357,36703,1,1,1
448.3528,9.1663,80638,78469,90301,310212,317984,310949,1,55600,58196,1,1,1,1,1,1,1,1,1,1,1,1,49990,51092,1,1,1,1
770.6525,16.725924,1,32786,1,1,22268,30524,1,1,1,1,30001,1,44641,46094,43436,1,1,1,1,1,1,43993,44938,43343,39708,42983,40241
786.672,17.384043,59872,52558,57111,40918,37502,42169,43777,46805,43211,44811,59053,44219,69731,70090,70992,47423,46224,51289,1,1,1,71140,71052,69885,65634,78857,77934
551.3419,0.94025,106877,104538,104384,98987,103188,86379,110225,1,1,108595,112543,108559,129430,129686,108362,126070,112573,118781,103887,113852,123831,92218,93290,1,109764,116938,112540
814.5104,3.7332225,93955,91839,89403,142878,144967,145875,122770,119922,125579,84622,83559,82940,95563,96340,98808,122774,123537,124035,76840,81487,80956,93277,112346,107361,90046,90409,90413
682.4292,3.8287046,265023,234490,266363,321640,315457,324139,353274,310617,332877,275727,255601,271069,287015,273492,277777,337097,365592,375624,223702,236504,242297,264360,281011,255784,255807,294353,266275
678.5867,11.917334,72002,69522,71641,33416,33330,32364,60457,61676,65431,64198,66005,61811,76578,73784,80124,64642,63759,68129,23295,27480,27583,70468,72268,70954,46853,45599,47909
475.9519,0.9093043,25450,23615,26290,22449,26799,1,26547,26159,1,27902,32320,27911,31892,31527,1,24608,28337,32966,24214,27536,28336,1,22561,23054,26126,27684,27883
780.5178,3.2827892,189961,1,1,152726,164614,97888,103358,181782,106217,1,142414,135380,143944,1,1,100078,105982,82816,58933,1,1,194127,1,80535,91966,66613,157085
804.368,3.3313637,100900,91552,92835,380641,394631,377809,41724,61100,41583,1,1,1,1,1,1,1,1,1,1,1,1,28939,27425,1,1,1,1
409.3914,5.8950496,19607,1,19600,1,22873,1,25947,27809,27381,21996,21338,20386,21643,23536,23796,1,23329,25515,21954,22999,21623,23935,23818,22155,1,1,1
1251.9595,12.51225,162457,154358,158181,86496,90321,88890,107473,108368,108148,162034,164896,1,157358,155550,154529,122200,124800,128942,1,1,1,1,1,1,113350,119609,118265
1072.3018,12.635524,69460,44799,1,47563,43178,1,61488,48712,52277,50057,1,53130,54394,69437,53316,1,62350,1,47727,47074,53059,48148,46754,1,57959,47254,50834
694.492,12.513889,108897,100258,104221,92612,103365,94140,98369,101991,101990,109585,117499,107656,107105,102238,107994,105308,107736,110848,104749,113665,116082,106284,106769,106596,101990,109683,107040
669.3954,0.8977501,68727,1,69524,1,73660,55073,69744,1,69811,66326,71468,68442,71475,72086,67098,1,68611,71795,1,1,92019,73511,57553,56516,83635,69472,1
394.3324,2.5861666,17270,16706,17889,88590,93544,88879,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
897.9123,3.4118886,48161,44534,46878,209034,218491,213743,15820,16738,16324,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
496.2969,0.9237201,66239,66125,68495,52808,71686,55626,70165,1,70394,69470,1,69864,72664,71853,71891,81089,71718,74984,78788,71994,75758,56196,70588,69720,82174,71928,71280
762.5324,12.454499,1,1,1,1,163550,1,143147,1,1,1,1,1,1,150036,1,1,1,1,1,207087,215665,1,1,1,1,1,184982
227.1235,0.66366667,1,1,1,1,45165,44190,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,40077,1
419.3127,7.8456798,296436,292852,292237,571173,581629,582572,311167,312351,314456,261547,260852,267419,2675987,2669080,2638116,277443,274120,1,229594,230875,235185,3855698,3768776,3724631,192096,1,192158
1347.6501,12.46125,1,121420,1,150006,158928,1,1,1,1,1,1,1,213734,1,1,157319,1,1,167640,1,1,1,1,1,187439,171039,1
498.3722,9.814925,61169,56673,68095,44372,44970,42358,44856,70772,66433,72328,78349,73416,109412,59813,60249,75359,73737,86906,63796,73911,73120,72464,63164,60932,70182,72111,72623
1216.3763,17.450888,58652,57397,58047,51290,54067,52113,49159,49139,51270,52433,51510,50686,61470,60975,60903,50866,52597,53542,50692,52743,54619,53989,51655,50958,51476,52935,51525
306.1677,0.697421,98235,1,1,133500,129794,131083,134703,136868,137228,106214,1,112740,153346,173617,164143,145926,1,129186,1,1,1,118249,118562,124003,104879,1,106475
408.1767,2.7064,141255,137747,139298,1,480469,1,63491,65339,67052,1,1,1,1,1,1,1,1,1,1,1,1,44303,43119,43673,1,1,1
362.2293,0.6134,89434,90633,1,1,1,155120,1,1,1,116046,1,1,119202,1,116527,1,1,1,1,103007,1,1,1,111808,111267,1,118180
244.1422,0.6354,1,1,1,1,1,1,1,158159,161076,123361,118141,121629,127241,128143,126404,255947,177122,186898,104635,108455,102635,119259,123395,114204,115430,116815,118502
468.7719,0.8454286,1,1,1,1,1,73414,1,79546,1,76783,79543,1,1,1,93993,1,1,1,66409,1,1,1,1,1,73376,1,1
438.2476,0.8414349,86387,83425,83678,1,1,1,91899,92055,94386,86782,88137,86717,108857,64879,107178,1,91528,96229,80854,81136,82975,79536,81639,82169,88532,89113,89570
339.1773,0.6943,30458,30118,30417,1,1,1,1,32693,1,1,1,1,1,1,40419,1,1,1,24041,25859,24497,1,30160,28000,1,1,1
482.273,0.68825,1,1,1,1,1,1,1,71177,75931,1,1,1,1,78939,74224,78826,76739,1,1,1,57997,1,60457,1,1,1,1
85.0894,0.7104762,1,1,1,1,1,1,199758,196038,194668,169496,163812,166492,170386,176277,166387,198390,201901,202776,174763,182289,185136,188260,181469,180882,210535,200229,199457
326.1947,0.7209524,1,1,1,1,1,1,209501,299464,216197,167563,229465,172472,276067,303234,310897,209749,189416,201565,150186,151811,217314,263939,184079,186816,170937,172143,189661
524.2822,0.69733334,1,1,1,1,1,1,1,1,1,1,1,1,176820,188488,190665,1,1,1,1,1,1,1,1,1,1,1,1
372.2133,0.83504355,112676,103135,109162,1,1,1,117644,115229,115823,108399,113472,111240,133229,138957,131032,110865,117156,118085,96093,1,104303,105750,102877,101594,108636,110752,112731
744.4115,0.6941428,1,1,1,1,1,1,1,42383,42200,1,1,1,46751,50571,49078,40104,1,1,1,1,1,1,1,1,1,1,36592
187.1318,0.8556401,50625,60184,57627,38750,1,39032,68988,68286,69882,54453,53731,51396,65612,1,64613,69386,64628,71681,59166,53336,59930,60173,58772,56636,51885,52716,54898
266.1708,0.85716665,123119,122766,1,116119,1,117519,135091,133715,139155,109527,1,70407,100777,1,111273,1,1,119909,1,98796,61051,127409,1,132302,64818,1,70110
466.292,0.854,1,1,1,1,1,1,1,1,1,1,1,1,1,166774,164760,1,1,147507,1,1,1,1,1,1,131810,1,1
510.3182,0.8618696,113969,106152,110219,1,1,1,122177,121088,121137,115843,124267,116219,148747,142686,139735,116644,123658,124395,100894,111826,110567,110935,1,112341,111909,118277,117648
666.8905,0.89199996,38053,36024,38283,1,1,1,1,1,1,38584,40566,40581,43641,43901,42155,1,1,1,37550,38219,40973,35425,34719,34147,37364,39672,39070
642.3974,0.88949996,1,1,1,96041,1,1,118003,1,1,112746,1,1,127013,128913,126313,1,1,1,1,1,1,102076,101864,99443,1,116779,1
686.4227,0.90112513,72492,66159,67718,1,1,1,77177,77595,78205,73327,76515,74275,83771,81885,81672,70978,72801,76269,68688,73131,79779,65506,68351,62796,72031,77359,78268
488.6198,0.9121766,91674,90151,89671,76618,1,1,94629,95693,93730,96624,1,1,1,108870,103633,1,1,99972,93422,1,103251,81784,83777,1,92255,97240,1
595.3671,0.9636666,68437,61773,63574,1,1,1,67744,68484,65175,68595,70668,64185,64738,68763,64274,66245,70694,71331,65164,74341,77939,54756,56169,52943,63949,68493,66329
570.3958,2.7095265,1,1,76555,1,1,1,118906,114074,121333,46830,83050,89123,1,64685,95173,72449,101070,111975,1,1,40829,89023,91417,93095,97339,92397,90248
249.1708,2.7986472,1,1,82226,67351,1,1,95474,97185,99985,113605,1,101022,107132,1,101135,108594,110778,116834,106079,110138,111417,1,106383,1,1,1,104511
286.1396,2.9350767,354950,350162,353744,250973,1,246692,412229,406533,402994,404580,411034,405974,424540,434621,422581,400863,408849,411995,401130,412546,415842,402110,396093,396971,407971,406380,411195
281.1833,2.8937306,348300,346160,346692,258178,1,256971,369624,374904,377902,345752,342563,340728,367264,379451,366142,345401,358346,360505,339068,348676,360042,361096,354935,349699,349820,348149,350374
645.4603,2.874,182881,1,1,234625,1,241574,302283,198944,297152,226674,221132,1,1,1,241749,284554,290552,227287,1,150583,153494,1,1,230104,259287,200746,198805
420.3086,2.92145,83855,88619,84515,1,1,1,120443,136072,125903,80270,83253,78290,77253,1,73200,100933,114390,123203,1,1,1,126439,117428,122603,89756,96818,102952
540.3853,2.924905,328476,323797,310032,1,1,1,447520,453428,477909,386634,400605,377962,391892,425431,411983,490507,487170,515652,1,1,1,404583,414784,396911,406699,417595,417157
285.1357,2.9622173,1,851915,855199,1,1,1,1068515,1053002,1059212,1076335,1061514,1066181,1111896,1130051,1098171,1050931,1059137,1070915,1062763,1087920,1100256,1053145,1029336,1030841,1085901,1083785,1084683
328.1781,2.9787695,1,1,1,1,1,1,1,48278,1,1,46421,38169,46100,52485,41157,37675,72114,69907,59341,1,1,1,1,38282,58312,62807,1
200.0407,2.958818,1,1,1,1,1,36176,28293,1,21134,1,1,15323,1,1,21734,24158,1,25746,23146,1,1,1,21619,1,22279,21841,1
110.069,2.980739,102259,103925,98982,1,1,1,104060,94286,99813,101431,1,103841,100329,98394,94817,94863,94448,95039,103929,103116,104753,100619,99598,99041,107192,102014,96721
686.4758,3.0103333,149980,147413,149237,1,1,1,188610,1,206949,149714,137043,154198,1,1,219195,1,1,1,114237,125649,136812,219278,212894,214757,1,1,1
102.0469,3.076125,92739,91507,92678,1,1,1,133605,140179,140378,123839,117899,122620,134021,131767,131358,160791,155758,166350,119567,113024,121321,127661,130037,127173,121347,120492,117589
640.7807,3.0751905,1,17208,16709,1,1,1,28123,27436,30833,19389,20677,1,25172,23770,26645,40812,37029,39176,22050,19744,21299,25264,22618,22214,23036,23569,1
280.1307,3.0741246,392690,384134,388644,1,1,1,558922,556627,558345,444008,434984,436846,489080,487589,477506,640476,637592,648959,414913,430474,440416,478884,478170,475160,444535,448176,442850
128.0443,3.0738888,1,1,1,1,1,1,62158,1,66038,1,1,1,53357,49037,58405,1,1,70257,1,1,1,52488,1,51467,1,1,58656
482.1813,3.0747998,51305,58577,51497,1,1,42755,75068,77467,76611,60219,63860,61652,67085,58718,68806,80211,83379,85953,56791,55463,55767,66421,69297,68129,55435,55560,55541
452.1606,3.0690835,540266,507929,528745,1,1,1,669979,649351,667867,670395,662921,645957,645414,664198,662238,754917,769572,785820,633744,671115,679054,638595,665416,624959,676234,696733,685528
657.4584,3.1850834,1,1,1,1,1,1,1,1,1,86395,1,97141,210839,95586,93127,111330,116690,121302,80807,178915,181789,97245,1,1,1,1,1
238.1543,3.1864119,1,1,1,1,1,1,1,1,1,257009,258896,260896,268139,269261,269733,202423,208644,211561,310284,320971,339797,1,166905,155944,226964,225939,218359
356.1997,3.2282856,90954,135255,1,1,1,90424,1,148436,147158,149596,1,1,158096,1,121410,165625,1,1,189309,160270,1,145206,107776,1,99954,1,1
301.293,3.2454,1,1,1,1,1,1,113438,118676,115504,103594,106386,103295,53309,112468,112261,114872,66205,65035,98243,101122,103073,1,1,1,1,1,1
255.2534,3.3413336,1,56636,63710,50711,1,1,1,60164,1,63735,60138,63571,1,76337,68506,1,94052,64864,60593,57467,57056,1,58048,54920,51819,53258,1
860.5991,3.356389,1,123820,65657,1,1,1,1,173170,132597,125924,85330,85137,1,1,89015,177074,1,114773,66703,105018,111663,138710,140463,151672,138663,1,146246
820.3792,3.4487498,31390,28611,30014,1,1,1,43971,46385,43873,26865,27606,26335,30204,32269,31047,42467,42712,44003,23591,24538,26967,32531,33109,30896,26214,26340,26621
789.5748,3.4556,105261,1,1,1,1,1,143177,136069,139268,1,97147,1,1,112047,110296,142471,1,150667,1,1,1,1,1,1,115214,1,1
600.2845,3.6170828,40816,36440,38510,1,1,1,21695,23742,23805,41310,42513,39817,31430,31025,30063,33523,33632,35100,34479,35435,37554,33778,33714,30850,43053,45481,44144
532.3443,3.643882,1,1,1,1,1,1,124143,119138,123120,1,123040,123548,108495,1,102383,152732,144431,158839,103394,99857,127650,138363,116756,1,138445,147987,1
444.2999,3.7089999,62810,52561,56387,1,1,1,1,1,50814,52671,1,50012,1,1,49914,1,1,52336,47184,56227,1,1,1,44246,1,1,41839
696.3283,3.7004395,65661,65219,66231,69522,1,1,83961,83873,79253,47998,52038,48468,65441,66450,66680,69404,71408,69577,53228,54995,54845,72037,73868,70611,87055,90349,94111
396.1969,3.706875,207390,216113,212456,1,1,1,328769,323439,329715,281310,282902,279609,301142,307757,297938,351602,355998,356426,266905,274026,279626,276492,272359,277234,445098,456829,454069
241.2771,3.8501668,1,1,1,69613,1,1,75375,77042,74597,83520,1,1,86497,101255,101473,78561,96476,78263,80006,80576,81977,1,79848,1,116149,114681,115339
474.3172,3.7832859,1,74134,74328,1,1,1,76216,77147,75931,1,76918,76650,76889,80889,79559,80723,82832,85062,74919,75306,1,74924,73235,72471,86544,48191,81185
395.2535,3.8364668,203960,206155,217170,1,1,1,1,1,239614,1,213504,218589,237261,229912,231599,1,1,244485,208947,209203,217750,1,1,1,1,240290,224218
241.2767,3.8501668,1,1,1,69613,1,1,75375,76871,74597,83520,1,1,86497,101255,101473,78561,96476,78263,80006,80576,81841,1,79848,1,116149,114681,115339
616.9205,3.9284377,39775,1,39694,43011,1,45979,49390,50205,1,34373,1,1,33580,36546,58688,51586,56705,1,30344,1,1,1,38539,1,44816,1,50251
495.333,4.049917,679589,654310,649451,1,1,1,315328,345267,342955,824326,861733,818915,113713,140380,117934,425954,369686,416664,466381,475644,493059,89691,73825,85925,450156,431047,431333
568.241,4.056958,26299,26061,25415,1,1,1,42356,43065,43208,35836,35433,35439,37668,40190,39716,42310,44608,45698,31663,32896,35656,39193,39509,36374,25248,26588,24816
648.4436,4.055,66137,57531,1,49686,1,54842,1,1,60671,1,1,1,1,1,44077,59510,1,1,1,1,1,56301,1,1,51599,57173,57727
270.1472,4.0843334,1,1,1,1,1,1,1,1,1,1,1,1,67187,69039,71028,1,66307,71612,55811,1,56251,1,1,1,1,56763,59395
338.1922,4.102136,45093,1,44018,1,1,1,59632,61796,61945,52785,54517,55847,56376,55864,60043,56491,60307,58766,48256,52621,56914,62812,64935,65832,48416,51484,1
226.1241,4.133476,53553,1,1,78749,1,76209,69061,65708,1,57235,56505,58236,70983,65715,66956,66068,59263,65866,1,57930,56896,63631,54859,60204,1,59460,54548
361.2867,4.181588,137931,107696,1,184805,1,1,203793,209456,211454,149676,151848,159343,1,164478,158817,212962,1,1,123459,1,134708,172995,163119,167048,1,1,1
520.3386,4.20275,1,1,1,1,1,1,1,1,1,1,1,1,1,54407,56852,1,1,1,1,1,1,1,49151,52497,1,1,1
472.3358,4.238708,82597,82178,72125,1,1,1,82952,72563,66807,65520,69412,69634,70284,92023,69278,70047,82206,77977,70833,68933,101566,80875,69478,65068,66923,71187,71845
476.3102,4.2612805,49792,46693,49064,55480,1,1,63328,64587,58383,56058,47808,50640,52874,54275,50829,59312,60959,58164,46406,47285,49379,47774,47254,45987,18901,55825,50465
432.2856,4.309706,1,94115,1,1,1,82694,96724,107529,1,106804,79925,113615,113752,128255,104650,1,132817,1,106446,1,107328,100388,1,93345,103405,1,96769
665.4271,4.3950005,273160,249705,254815,1,1,1,1,1,1,340717,342929,341506,86613,83731,92291,104341,104894,103574,273237,281480,286884,1,1,1,166182,163676,146118
371.3037,4.7969165,69894,66174,64214,1,1,1,85127,89757,92015,89627,94650,87702,93041,88196,89546,80948,84905,84002,82816,84902,89630,81502,87046,83234,85549,80991,75277
516.3623,4.8400664,1,50935,56529,1,1,1,1,1,1,1,61264,60833,60368,59313,67784,1,1,1,60007,65272,64078,53131,1,57683,54316,54662,53733
349.3186,4.828,147800,1,1,1,1,1,137701,140065,1,176362,179251,184645,221292,218285,221863,1,1,1,187674,189885,193663,183894,171592,174872,148929,150677,147160
314.2464,4.9473343,215661,212834,216994,1,1,1,279208,283499,274669,196493,201879,199871,304721,289817,301636,323030,319954,325990,179064,214333,232199,254949,248561,245148,316317,339751,328698
653.3241,5.1625004,105534,99418,102548,1,1,1,56248,57936,55365,99720,99037,99433,44749,44959,43130,69835,70654,68873,131560,133007,139134,81782,74758,78353,44560,46196,43568
373.3187,5.417208,75985,71525,76473,1,1,1,96606,100849,99469,98112,93929,92317,98238,100572,94976,92589,94924,95332,90291,94135,96360,93503,87255,91449,89036,92722,87747
281.2149,5.4765415,209661,210866,209629,1,1,1,326165,322350,327491,131653,130024,131162,254492,257950,254516,335607,337118,340699,110170,118309,123073,232193,227950,232050,345469,347699,349889
407.3003,5.983667,1,1,1,1,1,1,1,1,1,1,1,1,126018,134510,121824,1,1,1,1,1,1,1,1,1,1,1,1
362.2458,6.0565996,1,44399,50038,1,1,1,1,1,1,1,1,1,44623,41501,49907,1,1,1,1,1,1,1,1,1,1,1,1
448.278,6.28425,30026,30317,31285,1,1,1,31611,29125,28511,24991,26858,24370,35615,33690,33921,41620,42292,43309,31004,29665,30624,35196,36266,35381,28770,27486,28099
747.5772,6.7472854,1,1,1,1,1,39379,86194,91313,86721,1,1,1,47410,48963,48173,1,1,1,1,1,1,1,1,1,1,1,1
453.2875,6.8019996,1,1,1,1,1,1,144686,140524,134687,123787,119694,133985,1,157414,152735,134427,78573,128440,131453,130806,129179,142171,133042,136286,121502,114672,117258
743.4332,6.8806844,61408,63572,80329,1,1,1,92541,98337,104774,53140,100470,87838,83105,80787,84897,109118,117820,117320,73038,1,1,84232,89809,89266,1,1,1
425.4572,6.8771996,1,1,1,1,1,1,133350,1,129206,103363,104751,1,111441,1,117544,1,133610,130237,1,1,1,114404,1,69041,1,1,1
410.3785,7.4412074,103115,100743,98485,1,1,1,128679,129074,132764,106791,105609,104165,114577,112894,110917,121017,120931,125871,96677,100923,101543,101416,104706,97998,96219,100961,95315
481.3167,7.743666,1,1,1,1,1,1,1,1,1,1,1,1,531499,558721,532846,1,1,1,1,1,1,1,1,1,1,1,1
498.3324,7.8198338,1,1,1,1,1,1,1,1,1,1,1,1,765672,763822,773951,1,1,1,1,1,1,1100204,1072298,1079025,1,1,1
652.4382,8.788063,1,198037,174130,1,1,159460,182678,211665,1,201030,193046,1,169699,153898,162622,216435,1,220906,1,223478,1,157724,159310,163952,1,1,1
446.3397,8.866001,279188,283838,289412,1,1,1,412387,416424,424733,358249,354844,359570,1550552,1565290,1517484,384129,376584,383981,306971,318333,321829,398699,390494,393534,260280,262154,266236
849.2414,9.812692,119221,84405,85264,69971,1,58974,114075,91640,95868,89493,77231,95656,97568,125840,90658,109152,118017,90708,85274,88618,93907,84264,90176,78831,106796,89812,96422
534.4205,11.2545,80802,81463,80038,1,1,1,48865,46809,43168,1,37005,1,50163,1,45887,39143,1,1,31829,1,1,58448,52081,54877,1,1,1
519.4293,11.517937,1,1,1,1,1,1,1,1,1,85852,91207,85353,108635,101981,108355,1,1,103863,82216,87293,90249,95999,89079,134055,92510,93523,138193
613.4761,11.983883,80243,78197,1,1,1,70818,1,86751,1,87855,88714,1,94919,1,92752,1,88799,91949,84364,88580,1,1,83932,87540,86926,87648,86521
657.5307,11.97553,1,129452,1,1,1,1,119837,1,1,127822,123926,122166,127256,127356,130754,122570,119735,125388,111005,109945,110212,1,1,1,117536,116881,118230
654.4626,12.173045,95511,91648,1,1,1,1,88809,122791,120297,121865,126313,122496,116190,113310,117655,139077,121784,122948,109636,119660,119133,115049,113443,111402,100536,108647,130785
562.4569,12.343088,149310,143859,147293,1,1,1,70970,71759,82766,66819,68883,73309,95865,97310,96705,79756,77553,85632,81376,80934,91591,109618,110017,102455,68129,1,70666
1227.9886,12.463382,527979,504953,514228,1,1,1,1,1,1,548204,563220,542500,522094,513402,513042,360385,372666,386625,1244500,1336251,1473596,799312,786126,770990,319840,331234,329845
535.6049,13.320502,221653,211471,216615,1,1,1,251899,260402,261772,101588,104194,101643,105680,102548,104122,95942,100527,103171,137499,147467,158233,164385,163644,157195,157432,163730,166342
585.5332,13.374,1,1,1,1,1,1,133180,139505,140075,1,1,1,150244,151153,148646,153871,152545,170740,149815,1,1,197946,193618,194423,1,1,1
530.4698,13.468866,1,1,1,1,1,1,1,1,1,199660,199450,199429,404946,407657,406842,506869,503986,521424,396717,411437,433497,1,1,1,480739,485070,486255
568.425,13.466762,55491,55604,59644,1,1,63095,125809,126374,125590,78866,78379,77948,135080,127978,130433,165844,165092,167058,138147,137512,143410,73329,75374,71760,165598,162241,164708
674.465,13.495044,82582,83337,79584,1,1,1,65978,65840,64517,67707,67870,69858,70604,69745,65957,59402,58797,65812,58399,60983,63422,69348,65917,68068,54826,53114,57988
667.5856,13.723062,1,1,1,1,1,1,125807,129280,135565,1,1,1,125196,125717,126375,123121,125224,129639,104222,108051,112727,130175,120658,125141,96095,1,1
647.6228,14.569375,519395,1,520216,245718,1,254042,324303,339903,343986,352893,361744,349246,344025,341657,338221,309897,302510,314636,281485,298864,322145,323522,1,318580,216364,219156,224265
632.5347,14.697153,1,1,1,1,1,1,1,85317,1,1,1,1,96517,95122,92187,112399,112733,125016,80627,97878,102806,113930,119052,112081,1,1,1
900.7185,16.950333,48616,49802,48545,1,1,1,94762,92954,99871,335659,354572,328409,306576,308406,303439,115137,123743,119889,141767,145707,158426,214748,212754,204213,1,1,1
900.7179,16.950333,48612,49802,47910,1,1,1,95021,92003,99661,334981,353711,328425,307065,308406,303467,116357,125977,119762,139799,145727,158165,214251,212758,204351,1,1,1
882.7665,19.166525,77938,77257,73919,1,1,74539,33169,35491,32556,118533,120083,115114,78734,82796,83265,36027,40332,41926,52667,59616,75280,169356,166711,159142,35134,1,1
553.8454,21.2625,1,1,1,1,1,65396,30607,33828,67144,1,1,67852,1,1,47309,1,39299,1,1,38879,1,1,1,1,1,1,1
95.0266,24.64325,1,1,1,1,1,1,1,1,1,1,1,127848,180753,109767,62724,1,1,1,1,1,1,1,1,1,1,1,1
170.0917,0.9743077,1,1,1,1,1,1,39924,1,1,76586,86476,82005,55697,82819,37867,1,45700,1,82784,103943,78493,1,1,1,76873,68506,1
190.1565,2.5965626,1,1,1,1,1,1,188952,1,178465,250381,239714,244058,280361,275877,266952,210015,1,217468,283868,281804,301075,1,1,1,274926,270321,270184
157.1463,2.8899546,41173,1,1,1,1,1,111304,119120,117334,191804,187317,194621,277084,284650,273168,218195,217711,224454,298700,298864,302691,96304,94259,91819,191261,190450,186352
767.5281,2.9165556,1,29567,1,1,1,1,91092,116010,89072,1,1,1,1,1,26355,52753,1,1,1,1,1,64593,68808,64562,1,1,1
128.1204,3.1736364,1,1,1,1,1,1,1,1,1,87960,1,86718,83644,92683,85871,72628,70119,70080,1,1,1,1,55455,1,72334,1,74201
216.1711,3.187,1,1,1,1,1,1,1,1,1,358797,344565,363915,364380,383248,376323,297349,316675,295230,418200,440354,446073,1,230846,1,325614,309104,313235
375.2975,3.279625,1,1,1,1,1,1,1,1,1,1,41314,39590,1,32364,30929,62877,63032,66423,1,1,30837,1,1,1,1,1,1
336.2265,3.283111,1,1,1,1,1,1,1,1,149728,209776,202806,205659,160439,172880,177458,218791,217703,1,151600,166985,167586,188356,192057,185558,167186,163818,165064
368.2367,5.2079997,1,1,35432,1,1,1,34185,1,37806,1,1,31107,1,1,34567,49031,54220,51841,1,1,38812,39283,39661,1,1,36837,37737
738.8338,6.282917,23554,1,23986,1,1,1,1,1,1,1,1,1,28662,27852,26607,34002,1,48663,1,22900,1,26863,26339,27863,25013,1,1
1002.7512,9.901263,48918,1,1,1,1,1,41536,1,50978,68406,71967,61443,70509,64882,66275,62878,68130,1,65779,69669,72273,63983,1,55952,61832,71097,68294
805.5675,10.038154,108264,127985,94801,1,1,1,124684,1,123811,1,1,1,1,1,36746,84028,92254,77768,1,277005,1,1,1,1,214612,227376,227392
627.4795,11.333584,1,1,1,1,1,1,1,1,1,56106,50096,57708,1,1,61476,1,1,1,93568,95101,107853,86836,86039,83654,61723,1,58718
519.5022,11.333049,354445,344999,353819,1,1,1,1,1,1,505961,512393,508577,482825,477614,475930,397810,401729,421734,943360,1005589,1059451,754197,735538,725704,505579,516815,511132
559.6987,11.334002,1,1,1,1,1,1,1,1,1,20607,20156,19381,21325,19509,21497,1,15687,17376,42958,49889,54785,35010,34099,33924,21752,22100,21872
501.4882,11.333648,1,1,1,1,1,1,1,1,1,23901,24179,25020,23805,23598,23510,19820,20080,21386,43760,47042,50421,1,34200,34963,24084,23466,24326
263.2604,11.9135,1,1,1,1,1,1,19255,19088,19129,21629,20912,1,21358,21502,19896,1,1,1,1,1,1,1,1,1,1,1,1
690.5205,12.793555,48175,49528,49494,1,1,1,1,1,39517,44734,1,44468,42987,41662,44515,40814,1,43802,32625,1,39737,39508,1,44421,43611,37444,37586
812.6738,13.00946,172656,232649,226584,1,1,1,156544,259836,298081,634943,633270,402949,75010,81100,72966,185873,189370,199203,350197,368813,265519,99412,99994,76951,235015,173412,249004
705.6027,15.396571,44533,42130,44691,1,1,1,1,1,1,21125,24486,21750,1,1,23794,1,1,1,1,1,1,1,1,1,1,1,1
716.5923,16.09406,35027,34479,35369,1,1,1,1,1,1,33039,34959,32306,26198,27191,27387,1,1,25042,1,24339,33343,59807,59430,58567,27485,30816,1
767.7019,17.134764,73498,73158,71575,1,1,1,1,1,1,23129,25540,28069,30082,32111,30579,1,1,25448,1,1,24393,205960,208265,195132,32078,32593,30915
795.7338,17.757914,159328,152545,155316,37590,1,41549,35514,40362,1,46282,47310,46132,56304,51652,55097,1,41167,42558,40584,1,45644,442495,452347,440821,59258,58434,58705
842.7368,18.772362,59934,53555,53159,1,1,1,1,1,1,1,1,1,1,42508,40256,1,1,1,1,1,1,82533,84913,80936,43300,44851,47885
910.7951,19.973356,31061,31715,1,1,1,1,1,1,1,49686,52619,46055,35145,31172,33572,1,1,1,31502,35672,44555,61526,59800,56367,1,1,1
