mz,rt,Neutral_Operator_Dif_Pos_1x_O1_A,Neutral_Operator_Dif_Pos_1x_O1_B,Neutral_Operator_Dif_Pos_1x_O1_C,Neutral_Operator_Dif_Pos_1x_O2_A,Neutral_Operator_Dif_Pos_1x_O2_B,Neutral_Operator_Dif_Pos_1x_O2_C,Neutral_Operator_Dif_Pos_1x_O3_A,Neutral_Operator_Dif_Pos_1x_O3_B,Neutral_Operator_Dif_Pos_1x_O3_C,Neutral_Operator_Dif_Pos_2x_O1_A,Neutral_Operator_Dif_Pos_2x_O1_B,Neutral_Operator_Dif_Pos_2x_O1_C,Neutral_Operator_Dif_Pos_2x_O2_A,Neutral_Operator_Dif_Pos_2x_O2_B,Neutral_Operator_Dif_Pos_2x_O2_C,Neutral_Operator_Dif_Pos_2x_O3_A,Neutral_Operator_Dif_Pos_2x_O3_B,Neutral_Operator_Dif_Pos_2x_O3_C,Neutral_Operator_Dif_Pos_4x_O1_A,Neutral_Operator_Dif_Pos_4x_O1_B,Neutral_Operator_Dif_Pos_4x_O1_C,Neutral_Operator_Dif_Pos_4x_O2_A,Neutral_Operator_Dif_Pos_4x_O2_B,Neutral_Operator_Dif_Pos_4x_O2_C,Neutral_Operator_Dif_Pos_4x_O3_A,Neutral_Operator_Dif_Pos_4x_O3_B,Neutral_Operator_Dif_Pos_4x_O3_C
295.1793,3.699,52790,55509,55969,170630,156970,159463,45455,1,47021,1,1,1,1,1,1,1,1,1,1,1,1,42129,41050,38728,1,1,1
708.2439,3.6927001,22325,23100,22523,80847,72697,74068,18545,16694,1,1,1,1,1,1,1,1,1,1,1,1,1,14211,1,12816,1,1,1
289.1408,3.6883335,1,1,1,190526,198300,188374,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1137.0498,3.6856668,1,1,1,49044,61050,51135,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
594.2601,3.6934447,263350,261204,262625,736180,758132,744563,173099,173394,172616,51071,50180,49247,90176,89545,84017,73855,75819,74586,63291,62999,66785,170445,170947,164301,57609,58660,60445
309.1949,3.707,1,1,1,1,120016,120019,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1136.5437,3.6829998,1,1,1,68983,74493,73505,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
640.2573,3.6969998,66653,66827,64644,202470,207483,203543,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
714.262,3.7099998,1,1,26870,54752,52154,59203,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
359.3385,3.7083888,75316,71100,72716,68217,69137,68223,97064,96687,1,1,1,93204,1,97521,1,1,106843,1,83688,90412,1,83305,83760,78690,104196,102419,1
853.5759,3.7144818,80616,80741,80393,87953,92329,100239,124119,130524,129745,100600,100018,100480,113339,110920,111225,144119,146746,153931,89212,93527,96651,101418,99503,109379,104444,108342,106855
326.1597,3.741,1,1,1,1,43731,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
337.2946,3.730842,1,1,1,49176,50892,49627,115898,113260,114750,1,102262,1,114627,116198,1,125930,122672,130026,1,96751,100296,100952,98690,97748,78845,82342,1
836.5527,3.7114072,76773,78050,84926,131520,139297,139453,108508,110733,106754,58207,62772,59988,76724,87028,81055,108128,108342,108381,57447,70864,71335,81288,80216,78347,75797,76670,83334
646.272,3.7456665,1,1,1,43612,43652,43707,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
713.5513,3.732368,232551,209429,1,118473,125964,196296,1,254964,1,263228,246752,257819,260151,252799,239764,272703,290945,281617,237601,239037,208950,1,1,1,1,150438,1
334.2701,3.7196155,77561,1,85037,106959,100711,95765,1,1,83310,1,1,79426,1,85630,1,1,1,85047,1,78775,71079,80270,1,75953,1,1,1
378.0772,3.7003524,50156,40435,46556,80456,68125,66724,34816,36282,35518,16347,1,1,23085,1,20869,1,20234,21436,1,18244,1,34116,35915,1,1,1,1
331.3104,3.8528152,1627030,1582176,1609825,1253942,1275447,1276930,1730476,1710130,1735706,1799157,1782986,1786661,2002720,1992884,1969797,1813703,1826494,1851611,1580191,1627685,1673670,1644822,1620389,1597964,1430070,1438163,1426050
260.0375,3.6991854,70081,70082,71358,126147,124331,126305,53791,54889,54327,25021,23271,24679,35928,37224,34182,33275,32419,32803,27835,27177,27836,54401,54805,53736,26871,26870,25673
315.3157,3.5788147,1.39E+07,1.38E+07,1.40E+07,1.37E+07,1.38E+07,1.39E+07,1.85E+07,1.81E+07,1.83E+07,1.53E+07,1.54E+07,1.55E+07,1.71E+07,1.72E+07,1.70E+07,1.78E+07,1.79E+07,1.80E+07,1.44E+07,1.46E+07,1.50E+07,1.55E+07,1.54E+07,1.52E+07,1.24E+07,1.25E+07,1.25E+07
519.4235,3.7296002,1,20808,24538,54083,55677,56293,1,19528,19321,1,1,1,1,1,1,1,1,1,1,1,1,23622,1,1,1,11705,14754
362.1077,3.7000735,90241,88761,84513,139350,150274,144892,67296,69480,69264,27844,35070,30112,49923,44089,45881,46124,45175,40795,38956,37149,35566,72272,71081,71980,33712,30813,35605
792.5269,3.7341113,131142,123943,109684,188428,185488,194405,172059,150992,176781,116658,118414,123574,136132,138417,137831,169550,176383,172200,110339,116024,114401,129876,132969,132219,140744,141239,136972
505.4061,3.7673333,1,1,1,55222,55587,56920,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
905.6594,3.7335,46109,44318,49804,58956,55263,59874,65826,72231,62643,1,49903,44240,52374,53594,51901,68418,70643,71699,40035,39546,34701,54044,47482,46236,54088,50751,55847
786.4591,3.7605,1,1,1,1,52037,49533,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
748.4986,3.7650006,170137,179062,170316,245129,253145,252579,233019,228689,230527,169975,168847,162556,190540,190085,187618,236774,245061,248418,151295,157762,163698,187034,182746,181792,177349,179929,181327
524.2976,3.762,1,1,1,113336,112157,136880,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
809.55,3.747037,119280,124132,131584,129132,131321,131405,185251,197776,194710,151960,152832,155258,165236,172946,166938,224533,228785,231016,140052,143907,149558,154292,154861,149477,155300,164954,164090
313.2982,3.7772593,54577,53247,53679,60008,56741,55617,70427,72361,67781,62897,62322,66663,61305,62326,64810,80889,85636,84646,60255,108224,59998,69249,63323,65878,44352,44514,46797
742.4278,3.7813332,1,1,1,74098,70982,74659,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1238.5944,3.7786665,1,1,1,73254,80144,77575,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1239.0966,3.7840002,1,1,1,64015,66771,66693,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1247.1113,3.7840002,1,1,1,50584,53699,51683,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1230.0946,3.7840002,1,1,1,46913,53576,51731,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1264.6304,3.7866669,1,1,1,46472,48662,47629,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
726.4549,3.7951844,177262,172767,171361,253814,257476,260580,241183,238387,239444,184502,178139,182924,208847,204705,203089,250694,256026,261680,164079,170180,178574,192742,190973,180347,183637,194648,191814
1247.612,3.7840002,1,1,1,53069,56666,55069,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1265.1327,3.7858334,21096,19738,20766,109525,112937,112537,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
765.5237,3.7714076,213133,188856,221651,222235,221574,225294,335021,336984,333200,265988,259352,260787,293716,291743,286918,365893,370126,383115,233877,239187,245935,261315,260459,259552,266102,273800,277294
257.0343,3.7981818,48763,48811,50991,221345,219175,225497,21441,19219,20613,1,1,1,1,1,1,1,1,1,1,1,1,14882,1,14371,1,1,1
1267.6083,3.795,1,1,1,76636,83132,79750,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
704.4721,3.7961476,264655,243617,249857,323225,364956,355244,350895,343476,353601,264560,252529,261159,299836,294209,291784,361785,369622,368255,232146,244697,255587,276569,266636,264712,270846,278283,276005
1268.1108,3.792,1,1,1,84030,90179,86094,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
721.498,3.7998142,362418,359139,364069,369180,404536,398278,538569,530563,529084,407737,411153,410877,465496,463946,458612,571787,572843,600052,369332,378409,396441,429930,422345,413183,427223,435313,430265
549.4381,3.6828399,69196,68619,67822,122177,124782,123293,73038,68097,118906,69853,58411,61284,87612,85832,76602,74232,73625,76238,64711,64671,54592,98391,64176,70119,1,56204,1
564.2355,3.825,1,1,1,63096,63364,62498,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
660.4464,3.8269262,404581,387209,396580,476396,493708,483434,528094,528460,541676,396541,407375,384796,449228,450280,446955,529761,546788,562182,364357,386162,399603,428256,412691,402035,421597,443321,442343
677.4709,3.8298895,541925,531893,533422,595155,628289,608218,756788,764063,768833,584462,579317,566872,661931,655202,655471,797691,814039,809215,526117,543334,567182,617898,613991,601848,598289,612573,610930
255.2942,3.83737,204911,201188,204748,173885,168313,168849,227385,224000,227525,227819,225790,230197,225515,226791,219447,228915,228141,232175,216711,223228,233596,218347,211340,208370,134659,131801,131929
271.288,3.67437,347499,353264,361336,324231,326277,328796,446309,443121,435374,439036,423323,430845,444962,454317,433862,429005,432241,441503,406811,410159,417010,425382,410071,407888,367639,361467,357663
411.372,3.8631108,122859,122658,124924,123409,127801,129965,183288,182331,182283,158219,160411,157683,171933,172183,171323,170449,173999,173314,131230,136523,142278,156840,154662,150392,87902,88793,89672
616.4216,3.865482,461517,433151,460835,507063,539789,509741,614874,598658,587581,455545,452822,446040,500019,499221,499641,609667,615372,594407,435043,450570,467428,495761,493799,490272,476558,467387,472047
633.4452,3.8645933,719295,697660,728544,782178,819340,813034,976320,991698,988453,740859,759590,739196,859082,850910,836447,1018333,1026694,1040362,701605,725222,757547,792446,784015,756224,750573,796218,790556
327.3492,3.880125,87954,83793,65587,82002,84806,85371,111210,112169,108654,96857,96016,97073,99155,100002,95486,107349,109300,107657,1,1,91812,98344,96871,93734,1,44018,46242
1332.1418,3.8713334,1,1,1,46906,49980,48393,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1331.6373,3.868667,1,1,1,52053,52850,52814,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
565.8891,3.8672001,26623,23964,25061,33285,34645,35280,36245,37909,39086,24307,1,26354,1,25172,1,38940,39835,41942,1,1,1,30176,32232,29085,1,31988,31991
1358.1757,3.88,1,1,1,1,48833,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
497.3898,3.8823335,1,1,1,45871,43508,45987,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
481.8497,3.882884,1,35853,41336,54248,57197,58820,47055,49352,51005,37743,35219,35594,40146,40843,39400,53872,54947,56800,29221,29507,34133,42013,39979,38556,42036,41812,46524
912.7778,3.885,1,1,1,62311,69418,66788,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1361.1534,3.885,1,1,1,74952,80334,76170,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
914.0974,3.8933334,1,1,1,59604,58140,64422,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
589.4187,3.9016664,851435,834644,856336,952604,984193,960637,1165675,1159663,1165589,891312,887853,873047,1021367,1014126,1015528,1167612,1193403,1219422,826646,860219,888105,959604,944960,919924,908158,921823,917679
610.3583,3.9017143,1,1,1,119848,127454,1,150430,157573,83942,1,1,1,106793,1,1,1,1,1,1,1,1,1,73108,1,1,1,1
572.3925,3.9013703,496824,489158,500320,583131,602065,592414,648391,632687,645033,508628,506604,504770,570483,559445,555332,655610,657992,672133,468974,495785,507126,541286,521562,513056,518613,519836,522956
433.3025,3.9096668,1,1,1,43247,43141,44574,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
416.2778,3.911,1,1,71906,192074,193414,194759,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
453.3652,3.9233332,1,1,1,35615,36164,34814,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
710.3854,3.934333,1,1,1,163828,176450,166816,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
968.4929,3.943,21934,20709,21194,151118,158230,154134,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
963.5378,3.9426668,1,1,1,37993,38688,37056,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
545.3937,3.9417775,921931,909581,927556,996723,1033030,1023047,1227476,1226758,1229114,948272,952929,938416,1095398,1086435,1075915,1217551,1227109,1255388,892548,926741,957311,1019007,996238,978503,951838,971594,966034
528.3659,3.9427035,611875,595665,605241,691497,716497,703728,809189,801800,801142,620208,620138,608669,728331,717288,709706,797126,804176,811144,587850,613134,633734,667025,657111,648181,633171,629919,623616
409.3389,3.9696667,1,1,1,30451,26564,31221,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
975.1425,3.9696667,1,1,1,50057,52556,50110,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1456.1765,3.978,1,1,1,38963,41920,39131,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
660.2217,3.98675,175358,176989,186097,895574,946248,920140,79114,76478,79225,1,1,1,1,1,1,1,1,1,1,1,1,53057,51551,50949,1,1,1
677.2475,3.9852223,62408,65903,62865,313545,321893,319571,1,29818,31187,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17935,1,1,1
501.3657,3.9870005,769985,753877,764338,834470,857054,849742,997198,997827,1006851,782581,792676,783271,911675,909793,904363,974353,987195,1003475,746504,774948,800936,837040,822504,805526,783161,790000,787857
484.3392,3.987889,865246,841239,849227,929966,963818,939119,1135514,1125254,1141759,886307,888189,868650,1033601,1026858,1014595,1119153,1111175,1120718,844366,878264,904952,947152,917348,913764,871543,885218,886123
702.3612,4.0054,1,26535,27389,67427,73672,74041,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
770.293,4.019,1,1,1,1,55687,51403,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
594.9074,4.0094166,1,37381,37097,47249,47470,42705,1,49137,53756,1,1,1,1,1,1,53877,42606,58775,1,1,1,1,1,1,43857,1,47445
440.3126,4.03274,1060586,1024947,1030636,1094923,1147212,1118852,1355788,1361087,1361402,1079856,1088396,1077492,1267070,1279842,1247911,1306596,1313094,1335393,1042423,1081476,1114666,1147036,1122150,1111020,1041680,1055752,1060285
457.3393,4.0330734,636274,625189,623317,681644,704698,697678,813422,811288,810469,649462,654015,652255,757161,756995,749711,788125,799393,815480,621461,641016,661962,685805,671556,662966,619246,642298,637940
329.3257,4.0368,1,1,1,33297,33172,32727,31648,32096,32508,1,1,1,1,1,1,29713,30930,30531,31463,31944,32838,33764,32302,32939,1,1,1
1154.5804,4.073667,1,1,1,81634,88092,84551,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
645.9431,4.07475,37095,32263,31766,46544,54309,64383,54838,46359,52962,1,1,1,1,1,1,57681,1,49274,1,1,1,1,1,1,47334,1,1
413.313,4.082148,443969,434686,442960,517988,531412,517449,539390,534659,540266,428308,444344,440352,514087,508887,503025,516726,521666,525926,423484,430537,442227,468351,460469,444497,420291,432393,424305
396.2866,4.0812597,1108675,1087481,1085119,1281955,1311333,1301148,1353069,1353166,1357871,1083665,1091327,1086866,1268659,1297539,1254053,1291797,1292792,1309878,1036326,1069473,1118077,1159589,1139850,1121121,1043679,1070459,1045558
348.1724,4.12,1,1,1,134842,134743,142439,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
271.2538,4.0773606,70522,63181,70680,58541,56766,56780,83660,80743,82535,70096,73448,65563,95013,94186,91802,69658,66490,73155,64703,70269,67709,80245,58383,58113,54720,1,1
572.8961,4.112222,1,1,1,28516,31535,30309,27569,1,27951,1,1,1,1,1,1,1,1,28702,1,1,1,1,1,1,23928,23548,23794
555.4288,4.134316,61646,38612,36191,34232,33673,39318,43189,1,1,1,34490,34491,36855,1,37346,1,37116,1,33499,35492,43428,1,32974,32207,35389,45259,1
352.2626,4.1375,1,1,1,1,564135,559638,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
369.2872,4.13674,211846,210484,216113,289161,289369,289620,246014,245882,238714,200015,198951,208987,234514,231611,230988,228057,231067,228642,201200,196513,200361,211218,203044,209174,187873,192190,190986
425.3848,4.182545,40464,39380,43402,1,47055,53220,53950,53288,51783,46626,1,1,48815,52707,53218,47946,50643,49134,1,36752,38655,48253,48137,44025,1,31525,26104
623.93,4.1729546,33881,31332,30086,1,48087,1,38744,44828,45716,38626,36533,30648,30159,33056,1,46420,48484,49361,1,33547,1,38818,37344,38690,40916,38149,43400
343.3421,4.1932,1,46892,1,35175,35114,34309,65293,41969,44082,1,1,1,1,1,1,42314,42593,40788,1,1,1,1,1,1,1,1,1
330.2149,4.1872597,116452,119566,119179,137738,158102,152842,143036,133296,133373,116897,108325,114357,135276,129671,131425,127255,127265,125528,112930,113699,118988,124540,125073,120853,113334,116033,112773
146.0769,4.2,1,1,1,1,23047,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
319.1959,4.199333,1,1,1,261020,261455,257149,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
324.1538,4.202,1,1,1,55336,58205,55571,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
674.963,4.238867,1,26481,35735,1,45210,52989,1,1,42512,36977,45070,40418,32665,1,1,1,1,1,31752,1,1,36205,35746,1,40899,17358,38934
391.2966,4.251,1,1,1,104731,112122,70001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
396.2551,4.251,1,1,1,199120,200023,203808,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
241.2754,4.2822227,83153,82845,83739,1,70173,69518,1,1,1,1,83599,86212,1,1,1,1,1,1,1,1,1,81579,1,79186,1,1,1
429.3623,4.285286,1,295326,322807,1,168778,1,271461,273194,277539,1,1,1,414874,406130,283290,310462,320357,328248,254924,184168,272277,390379,389142,264496,279470,291809,195878
280.208,4.297,1,1,1,1,43870,40282,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
348.1789,4.12,1,1,1,134229,132325,144902,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
652.9497,4.339278,1,1,36689,1,51174,1,1,54609,49675,1,33742,38146,1,36504,1,52957,50682,54813,1,28791,31546,36365,31429,33773,37564,46621,41316
379.3296,4.3615923,149243,136136,138077,184155,198356,186443,130601,135968,135521,149401,151582,148626,240355,233188,240057,107887,114084,112739,189404,199186,208939,131371,131967,127680,124417,132316,128250
272.2361,4.4040003,1,1,1,1,83862,83742,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
703.9858,4.3982086,26445,29183,30343,35972,40417,40927,38860,40686,43140,30051,26680,26977,27573,25855,27993,47795,44924,45846,1,1,1,28617,29185,33270,35310,36629,34005
318.2764,4.433074,551595,528639,535957,829431,853444,827831,383370,390342,384256,647076,643433,649514,708977,705616,695743,363065,361170,371210,652624,668885,697236,598843,581573,582383,432483,430136,422488
335.3058,4.433317,189125,177290,187778,1,322406,1,1,1,1,230969,230388,232622,240677,241877,243881,132073,130592,134991,225188,229531,235619,209920,209083,202082,157250,158370,158203
429.3627,4.285609,1,298760,317498,214023,246496,226838,271834,424041,276570,1,1,1,407880,399888,418565,309259,314917,325438,244407,182182,279026,391093,389740,380734,271318,291834,197544
291.2766,4.5101485,76266,74151,81027,91097,98984,94555,64180,66132,56271,97985,89687,84979,89616,86814,89627,56003,59349,65193,72051,80680,83708,82375,77871,81058,69179,67163,67618
458.3249,4.71025,1,256115,1,704033,727149,722153,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
475.3529,4.7102504,1,36508,1,140903,147105,148770,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
444.3121,4.545833,184818,167915,179854,768078,791193,781439,77496,79578,79069,1,1,1,1,1,1,1,1,1,1,1,1,51985,52997,51698,1,1,1
172.127,4.568333,1,1,1,36557,36123,35757,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
254.2084,4.568333,1,1,1,134624,131909,64113,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
439.4036,4.5737405,783352,778908,791401,958007,969754,959688,1172023,1186234,1193893,967457,943981,955267,1081490,1080281,1072426,1119385,1119711,1148049,827558,844837,872672,1019409,998182,983341,507593,517805,524066
1182.6129,4.598,1,1,1,41788,42314,42427,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
608.9266,4.595,1,1,1,27441,29129,31272,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
816.4613,4.680846,52043,49658,52921,52474,56418,51725,1,1,1,1,1,1,46214,45569,45702,128725,132087,135689,1,1,1,1,1,1,1,1,20303
530.2671,4.693111,278861,268381,272707,297578,302330,297904,414136,378358,373986,331226,313327,317545,340236,328575,339908,374921,389678,406375,284843,293453,305701,318529,313529,318296,254023,245562,289354
547.294,4.6928144,263429,264759,265058,304439,315555,309474,356930,358963,368372,283644,281760,281479,324755,321726,321140,368093,374973,377102,273325,277483,282224,318427,315997,304649,229221,235705,235415
502.2429,4.6966667,1,1,1,54663,47517,47088,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
486.2601,4.699084,130821,121824,134582,491509,494983,496893,55033,63236,58554,1,1,1,1,1,1,1,1,1,1,1,1,39882,39856,38446,1,1,1
446.2706,4.702,1,1,1,69826,80217,72898,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
464.28,4.703333,136206,127147,135048,517336,522243,525483,56533,63818,57397,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
458.3253,4.712,318085,1,259649,983986,1006639,983149,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
475.3524,4.712667,1,1,1,139024,152862,146618,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
279.2552,4.7216997,1,1,1,1,125543,1,107046,108070,1,1,81671,84721,1,1,1,1,1,1,106997,100389,102336,1,1,1,145621,1,145036
472.3407,4.735,1,1,1,381371,403872,380263,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
489.3655,4.735,1,1,1,53220,58191,53344,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
652.3812,4.743,1,1,1,270568,288971,281893,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
647.4279,4.743,1,1,1,74775,74812,77617,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
393.3432,4.754909,58681,48649,51053,78456,61579,64531,47808,1,1,49713,72150,1,117929,116380,80184,44858,48033,42102,62038,66546,1,65804,1,47913,46537,46703,48236
398.2991,4.7543526,99469,84758,86409,1,114614,110777,82546,93779,1,84003,92458,88806,1,1,1,1,1,74107,107246,1,122898,86747,80200,85891,80846,1,1
644.4145,4.7759995,1,1,1,352790,367524,360307,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
661.4412,4.7759995,1,1,1,76033,69999,79692,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
666.3935,4.7840004,1,1,1,306088,322282,311509,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
390.2789,4.7738748,155879,153751,149782,170704,234394,201248,124106,80881,117333,156795,144086,173736,211584,199423,204208,1,1,1,238140,249157,269790,183435,180024,171734,166073,181315,153656
281.0379,4.7973332,1,1,1,68013,67034,66790,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
376.2604,4.7972593,262204,256932,259516,206888,204466,208825,355985,361137,358785,374741,393779,376776,385642,379427,381572,353624,355346,366346,356436,378674,382794,359481,359105,344757,349765,351933,350535
357.3611,4.825074,371975,364830,369997,1193258,1239253,1227670,1092263,1110705,1120777,456075,459036,456931,391095,388668,382290,939561,939043,973088,864230,894634,926945,1010930,995849,982978,241173,245320,247369
332.2923,4.8371167,1,1,1,429884,434429,431577,1,1,1,1,351639,358385,434512,444272,417965,1,1,1,366728,379085,397159,343047,334222,338254,278189,296373,280825
500.2764,4.8405,79408,79090,80329,281637,284169,286281,34739,36686,37678,1,1,1,1,1,1,1,1,1,1,1,1,37661,1,1,1,1,1
672.3488,4.858166,92055,89315,91244,380203,400350,388234,39779,38571,37901,1,1,1,1,1,1,1,1,1,1,1,1,24853,24323,24284,1,1,1
686.3651,4.9728,78622,75661,1,377965,402104,386567,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
666.3964,4.783,77253,71961,76930,305914,320458,313435,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
838.4698,4.925667,1,1,1,59047,62020,61435,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
288.2668,4.939722,151529,133063,136200,149690,157276,353805,99094,98516,106561,175342,177574,176603,1,1,1,1,1,1,138216,150025,155017,1,1,1,127176,130460,126052
692.3188,4.947,22458,19843,20388,91539,97123,91430,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
658.4329,4.9666667,1,1,1,450687,475060,537764,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
675.4591,4.9723334,1,1,1,117306,130830,160732,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
680.4083,4.974,121725,111281,119539,401017,489391,476471,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
440.2657,4.987,1,1,1,1,36821,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
424.4573,4.9890003,1,1,1,26691,28963,28252,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
419.3254,4.9858003,1,125147,124697,396535,408310,406190,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
297.3393,5.005814,105923,102802,103571,75855,75367,76389,137470,136892,138413,117390,114043,113267,102202,101340,96458,128474,127803,132403,54518,56201,58691,102060,99279,99180,113227,117280,114814
453.4183,5.0165386,108005,98187,105794,111040,123584,121721,148741,141732,153214,124945,124042,122736,137353,134442,140662,141382,145320,143213,105275,106123,109439,136253,123847,1,62399,67251,66627
847.5316,4.979,1,1,1,1,63867,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
